fighter_a_name,fighter_b_name,winner_name,fight_date,method,round,event_name
Tyler Diamond,Bryce Mitchell,Bryce Mitchell,2018-07-06,Decision - Majority,3,The Ultimate Fighter: Undefeated Finale
Gerald Meerschaert,Oskar Piechota,Gerald Meerschaert,2018-07-06,Submission,2,The Ultimate Fighter: Undefeated Finale
Matt Bessette,Steven Peterson,Steven Peterson,2018-07-06,Decision - Split,3,The Ultimate Fighter: Undefeated Finale
Ovince Saint Preux,Tyson Pedro,Ovince Saint Preux,2018-06-23,Submission,1,UFC Fight Night: Cowboy vs. Edwards
Donald Cerrone,Leon Edwards,Leon Edwards,2018-06-23,Decision - Unanimous,5,UFC Fight Night: Cowboy vs. Edwards
Li Jingliang,Daichi Abe,Li Jingliang,2018-06-23,Decision - Unanimous,3,UFC Fight Night: Cowboy vs. Edwards
Teruto Ishihara,Petr Yan,Petr Yan,2018-06-23,KO/TKO,1,UFC Fight Night: Cowboy vs. Edwards
Jessica-Rose Clark,Jessica Eye,Jessica Eye,2018-06-23,Decision - Unanimous,3,UFC Fight Night: Cowboy vs. Edwards
Felipe Arantes,Song Yadong,Song Yadong,2018-06-23,KO/TKO,2,UFC Fight Night: Cowboy vs. Edwards
Rolando Dy,Shane Young,Shane Young,2018-06-23,KO/TKO,2,UFC Fight Night: Cowboy vs. Edwards
Song Kenan,Hector Aldana,Song Kenan,2018-06-23,KO/TKO,2,UFC Fight Night: Cowboy vs. Edwards
Shinsho Anzai,Jake Matthews,Jake Matthews,2018-06-23,Submission,1,UFC Fight Night: Cowboy vs. Edwards
Matt Schnell,Naoki Inoue,Matt Schnell,2018-06-23,Decision - Split,3,UFC Fight Night: Cowboy vs. Edwards
Viviane Pereira,Yan Xiaonan,Yan Xiaonan,2018-06-23,Decision - Unanimous,3,UFC Fight Night: Cowboy vs. Edwards
Robert Whittaker,Yoel Romero,Robert Whittaker,2018-06-09,Decision - Split,5,UFC 225: Whittaker vs. Romero 2
Jenel Lausa,Yuta Sasaki,Yuta Sasaki,2018-06-23,Submission,2,UFC Fight Night: Cowboy vs. Edwards
Ji Yeon Kim,Melinda Fabian,Ji Yeon Kim,2018-06-23,Decision - Split,3,UFC Fight Night: Cowboy vs. Edwards
Rafael Dos Anjos,Colby Covington,Colby Covington,2018-06-09,Decision - Unanimous,5,UFC 225: Whittaker vs. Romero 2
Andrei Arlovski,Tai Tuivasa,Tai Tuivasa,2018-06-09,Decision - Unanimous,3,UFC 225: Whittaker vs. Romero 2
Holly Holm,Megan Anderson,Holly Holm,2018-06-09,Decision - Unanimous,3,UFC 225: Whittaker vs. Romero 2
Alistair Overeem,Curtis Blaydes,Curtis Blaydes,2018-06-09,KO/TKO,3,UFC 225: Whittaker vs. Romero 2
Claudia Gadelha,Carla Esparza,Claudia Gadelha,2018-06-09,Decision - Split,3,UFC 225: Whittaker vs. Romero 2
Rashad Coulter,Chris de la Rocha,Chris de la Rocha,2018-06-09,KO/TKO,2,UFC 225: Whittaker vs. Romero 2
Ricardo Lamas,Mirsad Bektic,Mirsad Bektic,2018-06-09,Decision - Split,3,UFC 225: Whittaker vs. Romero 2
Joseph Benavidez,Sergio Pettis,Sergio Pettis,2018-06-09,Decision - Split,3,UFC 225: Whittaker vs. Romero 2
Rashad Evans,Anthony Smith,Anthony Smith,2018-06-09,KO/TKO,1,UFC 225: Whittaker vs. Romero 2
Clay Guida,Charles Oliveira,Charles Oliveira,2018-06-09,Submission,1,UFC 225: Whittaker vs. Romero 2
Mike Santiago,Dan Ige,Dan Ige,2018-06-09,KO/TKO,1,UFC 225: Whittaker vs. Romero 2
Jimmie Rivera,Marlon Moraes,Marlon Moraes,2018-06-01,KO/TKO,1,UFC Fight Night: Rivera vs. Moraes
Gregor Gillespie,Vinc Pichel,Gregor Gillespie,2018-06-01,Submission,2,UFC Fight Night: Rivera vs. Moraes
